,Country,Death,Confirmed,Recovered,Date,DeathAccumulated,ConfirmedAccumulated,RecoveredAccumulated,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,LOCATION,Year,Total population,Acute_myocardial_infarction,Asthma,Chronic_obstructive_Pulmonary_diseases,Diabetes_mellitus,Diseases_of_the_respiratory_system,Influenza,Ischaemic_heart_diseases,Pneumonia,Population__65_years_old_and_over,Population__80_years_old_and_over,Air_pollution,Rooms_per_person,Number of people per household,Single person households,Population__65_to_80_years_old,retail_and_recreation_percent_change_from_baseline_Lag_23,grocery_and_pharmacy_percent_change_from_baseline_Lag_23,parks_percent_change_from_baseline_Lag_23,transit_stations_percent_change_from_baseline_Lag_23,workplaces_percent_change_from_baseline_Lag_23,residential_percent_change_from_baseline_Lag_23,Confirmed_Lag_14,TimeSince1stDeath,DeathNotNormalized,ConfirmedNotNormalized,RecoveredNotNormalized
100,Sweden,1.7131769001273294,4.85736038741984,0.0,2020-04-15,1203,11927,381,-15.238095238095237,-5.181818181818182,55.72727272727273,-30.0,-28.272727272727273,9.5,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-20.59090909090909,-7.954545454545454,8.571428571428571,-33.68181818181818,-22.772727272727273,9.318181818181818,512.0,32.0,170.0,482.0,0.0
101,Sweden,1.310076453038546,6.177514351635605,1.7030993889501096,2020-04-16,1333,12540,550,-14.80952380952381,-3.909090909090909,49.38461538461539,-32.04545454545455,-28.863636363636363,10.045454545454545,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-21.318181818181817,-7.2727272727272725,21.166666666666668,-31.227272727272727,-23.09090909090909,9.5,621.0,33.0,130.0,613.0,169.0
102,Sweden,0.6751932488737121,6.812397555800438,0.0,2020-04-17,1400,13216,550,-16.095238095238095,-4.2272727272727275,51.38461538461539,-33.63636363636363,-29.636363636363637,10.095238095238095,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-14.0,0.8636363636363636,22.76923076923077,-31.045454545454547,-23.136363636363637,9.318181818181818,563.0,34.0,67.0,676.0,0.0
103,Sweden,1.118603740671374,6.106971773395068,0.0,2020-04-18,1511,13822,550,-24.285714285714285,-6.681818181818182,84.375,-21.761904761904763,-11.0,4.833333333333333,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-13.545454545454545,-1.7727272727272727,45.416666666666664,-30.0,-23.863636363636363,9.454545454545455,312.0,35.0,111.0,606.0,0.0
104,Sweden,0.29224782413936795,5.673638792774626,0.0,2020-04-19,1540,14385,550,-21.476190476190474,-9.5,82.3125,-27.636363636363637,-12.0,3.9444444444444446,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-15.0,-4.636363636363637,41.15384615384615,-31.545454545454547,-24.181818181818183,9.523809523809524,387.0,36.0,29.0,563.0,0.0
105,Sweden,0.4031004470887834,3.950384381470077,0.0,2020-04-20,1580,14777,550,-7.142857142857143,-3.090909090909091,69.6,-27.318181818181817,-22.727272727272727,7.545454545454546,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-21.09090909090909,-4.954545454545454,57.8235294117647,-23.61904761904762,-13.272727272727273,5.333333333333333,376.0,37.0,40.0,392.0,0.0
106,Sweden,1.8643395677856232,5.492243591584673,0.0,2020-04-21,1765,15322,550,-8.761904761904763,-4.045454545454546,104.875,-22.681818181818183,-21.40909090909091,6.7272727272727275,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-22.681818181818183,-9.681818181818182,32.611111111111114,-33.45454545454545,-16.681818181818183,5.055555555555555,487.0,38.0,185.0,545.0,0.0
107,Sweden,1.7333319224817687,6.872862622863756,0.0,2020-04-22,1937,16004,550,-9.571428571428571,-3.909090909090909,91.125,-24.681818181818183,-21.272727272727273,6.954545454545454,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-18.136363636363637,-9.363636363636363,9.0,-34.68181818181818,-24.5,9.545454545454545,726.0,39.0,172.0,682.0,0.0
108,Sweden,0.8465109388864451,7.568210894091909,0.0,2020-04-23,2021,16755,550,-8.904761904761905,-2.0454545454545454,69.63636363636364,-26.227272727272727,-22.09090909090909,7.454545454545454,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-18.40909090909091,-7.0,22.076923076923077,-32.0,-24.40909090909091,9.318181818181818,722.0,40.0,84.0,751.0,0.0
109,Sweden,1.3201539642157656,8.182939075902302,4.585267585634911,2020-04-24,2152,17567,1005,-8.904761904761905,-0.6363636363636364,41.53846153846154,-30.772727272727273,-23.0,8.238095238095237,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-18.818181818181817,-4.954545454545454,25.666666666666668,-32.68181818181818,-24.5,9.454545454545455,544.0,41.0,131.0,812.0,455.0
110,Sweden,0.4031004470887834,6.147281818103946,0.0,2020-04-25,2192,18177,1005,-14.333333333333334,-1.8636363636363635,71.5,-19.761904761904763,-9.318181818181818,4.222222222222222,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-22.59090909090909,-7.181818181818182,-5.4,-38.36363636363637,-26.045454545454547,11.333333333333334,466.0,42.0,40.0,610.0,0.0
111,Sweden,0.02015502235443917,4.665887675052668,0.0,2020-04-26,2194,18640,1005,-13.0,-5.409090909090909,64.76470588235294,-28.636363636363637,-10.272727272727273,3.6666666666666665,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-22.681818181818183,-7.181818181818182,12.5,-37.22727272727273,-26.40909090909091,11.095238095238095,332.0,43.0,2.0,463.0,0.0
112,Sweden,0.8062008941775668,2.882168196684801,0.0,2020-04-27,2274,18926,1005,-7.714285714285714,-4.2727272727272725,13.357142857142858,-32.0,-22.545454545454547,8.636363636363637,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-25.545454545454547,-6.454545454545454,60.5,-26.238095238095237,-15.409090909090908,5.888888888888889,465.0,44.0,80.0,286.0,0.0
113,Sweden,0.8162784053547864,7.003870268167611,0.0,2020-04-28,2355,19621,1005,-10.523809523809524,-3.409090909090909,24.333333333333332,-29.59090909090909,-21.681818181818183,6.7727272727272725,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-23.727272727272727,-9.0,48.23529411764706,-33.31818181818182,-17.0,5.5,497.0,45.0,81.0,695.0,0.0
114,Sweden,1.0782936959624956,6.862785111686537,0.0,2020-04-29,2462,20302,1005,-6.380952380952381,3.3636363636363638,36.27272727272727,-26.954545454545453,-21.40909090909091,7.2727272727272725,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-8.952380952380953,-2.3636363636363638,66.55555555555556,-30.227272727272727,-30.636363636363637,9.333333333333334,482.0,46.0,107.0,681.0,0.0
115,Sweden,1.2496113859752285,7.961233830003472,0.0,2020-04-30,2586,21092,1005,-3.0952380952380953,15.454545454545455,47.81818181818182,-29.272727272727273,-30.363636363636363,7.590909090909091,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-9.19047619047619,2.6818181818181817,60.18181818181818,-29.181818181818183,-30.727272727272727,9.476190476190476,613.0,47.0,124.0,790.0,0.0
116,Sweden,0.6751932488737121,4.313174783849982,0.0,2020-05-01,2653,21520,1005,-45.61904761904762,-25.545454545454547,32.5,-58.77272727272727,-78.72727272727273,22.15,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-2.857142857142857,10.454545454545455,64.45454545454545,-29.636363636363637,-31.681818181818183,8.80952380952381,676.0,48.0,67.0,428.0,0.0
117,Sweden,0.16124017883551336,5.663561281597406,0.0,2020-05-02,2669,22082,1005,-17.714285714285715,-5.318181818181818,65.46153846153847,-23.333333333333332,-11.681818181818182,4.5,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,2.238095238095238,18.954545454545453,79.75,-30.0,-39.59090909090909,10.095238095238095,606.0,49.0,16.0,562.0,0.0
118,Sweden,0.10077511177219585,2.3682151266466023,0.0,2020-05-03,2679,22317,1005,-17.047619047619047,-7.2727272727272725,69.0,-26.136363636363637,-9.272727272727273,3.111111111111111,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-47.42857142857143,-22.318181818181817,125.8,-51.5,-79.13636363636364,20.2,563.0,50.0,10.0,235.0,0.0
119,Sweden,0.9069760059497627,4.071314515596712,30.927881802886905,2020-05-04,2769,22721,4074,-8.380952380952381,-3.3636363636363638,29.75,-30.318181818181817,-22.181818181818183,7.818181818181818,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-42.04761904761905,-16.454545454545453,86.45454545454545,-29.047619047619047,-21.954545454545453,4.944444444444445,392.0,51.0,90.0,404.0,3069.0
120,Sweden,0.8565884500636647,4.988368032723694,0.0,2020-05-05,2854,23216,4074,-10.285714285714286,-3.227272727272727,69.1,-26.454545454545453,-20.363636363636363,7.181818181818182,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-33.38095238095238,-15.909090909090908,42.611111111111114,-39.13636363636363,-23.09090909090909,5.529411764705882,545.0,52.0,85.0,495.0,0.0
121,Sweden,0.8767434724181038,7.074412846408148,0.0,2020-05-06,2941,23918,4074,-9.80952380952381,-2.0454545454545454,71.5,-25.5,-20.272727272727273,7.181818181818182,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-38.76190476190476,-21.272727272727273,29.666666666666668,-57.77272727272727,-81.04545454545455,22.75,682.0,53.0,87.0,702.0,0.0
122,Sweden,0.9976736065447389,7.104645379939806,9.039527525965967,2020-05-07,3040,24623,4971,-8.476190476190476,0.3181818181818182,68.41666666666667,-26.681818181818183,-20.772727272727273,7.2727272727272725,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-14.904761904761905,-6.363636363636363,32.916666666666664,-31.727272727272727,-28.727272727272727,9.272727272727273,751.0,54.0,99.0,705.0,897.0
123,Sweden,1.3604640089246438,6.4697621757749735,0.0,2020-05-08,3175,25265,4971,-11.095238095238095,-1.6818181818181819,70.46153846153847,-28.181818181818183,-21.5,7.333333333333333,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-15.238095238095237,-5.181818181818182,55.72727272727273,-30.0,-28.272727272727273,9.5,812.0,55.0,135.0,642.0,0.0
124,Sweden,0.45348800297488134,6.610847332256048,0.0,2020-05-09,3220,25921,4971,-15.142857142857142,-1.5909090909090908,125.58333333333333,-12.428571428571429,-4.2272727272727275,2.0555555555555554,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-14.80952380952381,-3.909090909090909,49.38461538461539,-32.04545454545455,-28.863636363636363,10.045454545454545,610.0,56.0,45.0,656.0,0.0
125,Sweden,0.050387555886097925,4.041081982065053,0.0,2020-05-10,3225,26322,4971,-18.523809523809526,-4.7727272727272725,5.944444444444445,-37.54545454545455,-10.545454545454545,5.166666666666667,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-16.095238095238095,-4.2272727272727275,51.38461538461539,-33.63636363636363,-29.636363636363637,10.095238095238095,463.0,57.0,5.0,401.0,0.0
126,Sweden,0.3124028464938071,3.506973889672415,0.0,2020-05-11,3256,26670,4971,-9.428571428571429,-2.090909090909091,42.5,-30.227272727272727,-21.5,7.7727272727272725,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-24.285714285714285,-6.681818181818182,84.375,-21.761904761904763,-11.0,4.833333333333333,286.0,58.0,31.0,348.0,0.0
127,Sweden,0.5744181371015163,6.0666617286861895,0.0,2020-05-12,3313,27272,4971,-14.0,-3.5454545454545454,33.81818181818182,-28.636363636363637,-20.09090909090909,7.863636363636363,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-21.476190476190474,-9.5,82.3125,-27.636363636363637,-12.0,3.9444444444444446,695.0,59.0,57.0,602.0,0.0
128,Sweden,1.481394143051279,6.419374619888876,0.0,2020-05-13,3460,27909,4971,-13.523809523809524,-2.8181818181818183,45.54545454545455,-28.636363636363637,-19.818181818181817,7.7727272727272725,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-7.142857142857143,-3.090909090909091,69.6,-27.318181818181817,-22.727272727272727,7.545454545454546,681.0,60.0,147.0,637.0,0.0
129,Sweden,0.6953482712281513,6.78216502226878,0.0,2020-05-14,3529,28582,4971,-11.272727272727273,-0.6363636363636364,44.30769230769231,-28.681818181818183,-20.681818181818183,7.0,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-8.761904761904763,-4.045454545454546,104.875,-22.681818181818183,-21.40909090909091,6.7272727272727275,790.0,61.0,69.0,673.0,0.0
130,Sweden,1.1790688077346914,6.29844448576224,0.0,2020-05-15,3646,29207,4971,-13.545454545454545,-3.9545454545454546,45.833333333333336,-30.954545454545453,-21.954545454545453,7.666666666666667,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-9.571428571428571,-3.909090909090909,91.125,-24.681818181818183,-21.272727272727273,6.954545454545454,428.0,62.0,117.0,625.0,0.0
131,Sweden,0.28217031296214834,4.7364302532932046,0.0,2020-05-16,3674,29677,4971,-16.818181818181817,-3.090909090909091,61.93333333333333,-22.666666666666668,-6.2272727272727275,3.8333333333333335,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-8.904761904761905,-2.0454545454545454,69.63636363636364,-26.227272727272727,-22.09090909090909,7.454545454545454,562.0,63.0,28.0,470.0,0.0
132,Sweden,0.050387555886097925,4.696120208584326,0.0,2020-05-17,3679,30143,4971,-18.857142857142858,-5.363636363636363,36.8235294117647,-32.63636363636363,-5.909090909090909,4.277777777777778,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-8.904761904761905,-0.6363636363636364,41.53846153846154,-30.772727272727273,-23.0,8.238095238095237,235.0,64.0,5.0,466.0,0.0
133,Sweden,0.19147271236717212,2.3581376154693827,0.0,2020-05-18,3698,30377,4971,-5.954545454545454,-1.9545454545454546,56.1,-27.045454545454547,-19.90909090909091,6.954545454545454,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-14.333333333333334,-1.8636363636363635,71.5,-19.761904761904763,-9.318181818181818,4.222222222222222,404.0,65.0,19.0,234.0,0.0
134,Sweden,0.45348800297488134,4.252709716786665,0.0,2020-05-19,3743,30799,4971,-4.7272727272727275,2.1363636363636362,69.22222222222223,-23.954545454545453,-18.818181818181817,6.136363636363637,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-13.0,-5.409090909090909,64.76470588235294,-28.636363636363637,-10.272727272727273,3.6666666666666665,495.0,66.0,45.0,422.0,0.0
135,Sweden,0.8868209835953235,7.296118092306979,0.0,2020-05-20,3831,31523,4971,12.636363636363637,19.727272727272727,109.125,-16.272727272727273,-21.363636363636363,3.6818181818181817,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-7.714285714285714,-4.2727272727272725,13.357142857142858,-32.0,-22.545454545454547,8.636363636363637,702.0,67.0,88.0,724.0,0.0
136,Italy,0.0016466167747272646,0.0279924851703635,0.0,2020-02-21,1,20,0,1.7142857142857142,1.9047619047619047,17.857142857142858,5.857142857142857,-0.09523809523809523,-0.5238095238095238,ITA,2015,60730585,42.516999999999996,0.6970000000000001,36.117,36.631,79.891,0.945,120.486,19.153,21.8,6.5,18.0,1.4,2.3,31.083000000000002,15.3,-59.0,-21.285714285714285,-5.857142857142857,-29.571428571428573,-16.285714285714285,6.428571428571429,26.0,0.0,1.0,17.0,0.0
137,Italy,0.0016466167747272646,0.06915790453854512,0.0016466167747272646,2020-02-22,2,62,1,-0.09523809523809523,4.142857142857143,29.80952380952381,9.238095238095237,-0.19047619047619047,-0.47619047619047616,ITA,2015,60730585,42.516999999999996,0.6970000000000001,36.117,36.631,79.891,0.945,120.486,19.153,21.8,6.5,18.0,1.4,2.3,31.083000000000002,15.3,-36.142857142857146,0.5714285714285714,9.571428571428571,-27.857142857142858,-31.0,15.428571428571429,16.0,1.0,1.0,42.0,1.0
138,Italy,0.0016466167747272646,0.1531353600496356,0.0016466167747272646,2020-02-23,3,155,2,0.0,15.047619047619047,33.714285714285715,13.619047619047619,1.2857142857142858,-0.7142857142857143,ITA,2015,60730585,42.516999999999996,0.6970000000000001,36.117,36.631,79.891,0.945,120.486,19.153,21.8,6.5,18.0,1.4,2.3,31.083000000000002,15.3,-39.285714285714285,5.0,1.4285714285714286,-26.0,-30.285714285714285,15.142857142857142,8.0,2.0,1.0,93.0,1.0
139,Italy,0.006586467098909058,0.12184964132981758,-0.0016466167747272646,2020-02-24,7,229,1,0.5714285714285714,21.61904761904762,24.047619047619047,-7.0,-12.285714285714286,3.0476190476190474,ITA,2015,60730585,42.516999999999996,0.6970000000000001,36.117,36.631,79.891,0.945,120.486,19.153,21.8,6.5,18.0,1.4,2.3,31.083000000000002,15.3,-38.57142857142857,-0.8571428571428571,14.0,-27.714285714285715,-35.57142857142857,15.857142857142858,16.0,3.0,4.0,74.0,-1.0
140,Italy,0.004939850324181794,0.1531353600496356,0.0,2020-02-25,10,322,1,-1.9047619047619047,5.761904761904762,27.333333333333332,-9.761904761904763,-14.095238095238095,4.142857142857143,ITA,2015,60730585,42.516999999999996,0.6970000000000001,36.117,36.631,79.891,0.945,120.486,19.153,21.8,6.5,18.0,1.4,2.3,31.083000000000002,15.3,-38.0,-0.8571428571428571,11.428571428571429,-25.714285714285715,-29.285714285714285,15.285714285714286,7.0,4.0,3.0,93.0,0.0
141,Italy,0.003293233549454529,0.21570679748927166,0.003293233549454529,2020-02-26,12,453,3,-10.142857142857142,-2.9047619047619047,-7.380952380952381,-16.428571428571427,-10.333333333333334,4.714285714285714,ITA,2015,60730585,42.516999999999996,0.6970000000000001,36.117,36.631,79.891,0.945,120.486,19.153,21.8,6.5,18.0,1.4,2.3,31.083000000000002,15.3,-37.714285714285715,0.7142857142857143,12.857142857142858,-26.0,-29.0,14.142857142857142,22.0,5.0,2.0,131.0,2.0
142,Italy,0.008233083873636323,0.33261658849490744,0.06915790453854512,2020-02-27,17,655,45,-7.0,-1.4761904761904763,-1.619047619047619,-15.428571428571429,-9.047619047619047,4.666666666666667,ITA,2015,60730585,42.516999999999996,0.6970000000000001,36.117,36.631,79.891,0.945,120.486,19.153,21.8,6.5,18.0,1.4,2.3,31.083000000000002,15.3,-36.57142857142857,-3.0,47.142857142857146,-22.428571428571427,-28.857142857142858,6.857142857142857,5.0,6.0,5.0,202.0,42.0
143,Italy,0.006586467098909058,0.38366170851145265,0.0016466167747272646,2020-02-28,21,888,46,-4.761904761904762,-0.6190476190476191,9.095238095238095,-14.523809523809524,-8.80952380952381,4.142857142857143,ITA,2015,60730585,42.516999999999996,0.6970000000000001,36.117,36.631,79.891,0.945,120.486,19.153,21.8,6.5,18.0,1.4,2.3,31.083000000000002,15.3,-54.714285714285715,-16.714285714285715,-2.4285714285714284,-29.571428571428573,-13.428571428571429,5.571428571428571,17.0,7.0,4.0,233.0,1.0
144,Italy,0.013172934197818117,0.3951880259345435,0.0,2020-02-29,29,1128,46,-6.857142857142857,0.19047619047619047,6.380952380952381,-10.428571428571429,-5.428571428571429,2.8095238095238093,ITA,2015,60730585,42.516999999999996,0.6970000000000001,36.117,36.631,79.891,0.945,120.486,19.153,21.8,6.5,18.0,1.4,2.3,31.083000000000002,15.3,-32.285714285714285,0.42857142857142855,1.4285714285714286,-26.285714285714285,-26.0,14.142857142857142,0.0,8.0,8.0,240.0,0.0
145,Italy,0.008233083873636323,0.9319850944956317,0.06092482066490879,2020-03-01,34,1694,83,-13.952380952380953,-2.4285714285714284,-18.523809523809526,-19.19047619047619,-4.285714285714286,3.857142857142857,ITA,2015,60730585,42.516999999999996,0.6970000000000001,36.117,36.631,79.891,0.945,120.486,19.153,21.8,6.5,18.0,1.4,2.3,31.083000000000002,15.3,-34.0,0.7142857142857143,-4.571428571428571,-25.142857142857142,-23.142857142857142,13.857142857142858,0.0,9.0,5.0,566.0,37.0
146,Italy,0.029639101945090764,0.5631429369567246,0.10867670713199946,2020-03-02,52,2036,149,-10.428571428571429,-4.333333333333333,-20.857142857142858,-17.285714285714285,-5.0,3.7142857142857144,ITA,2015,60730585,42.516999999999996,0.6970000000000001,36.117,36.631,79.891,0.945,120.486,19.153,21.8,6.5,18.0,1.4,2.3,31.083000000000002,15.3,-34.857142857142854,-1.0,-7.142857142857143,-24.571428571428573,-20.0,13.0,0.0,10.0,18.0,342.0,66.0
147,Italy,0.04445865291763615,0.7673234170229053,0.018112784521999912,2020-03-03,79,2502,160,-5.714285714285714,-0.6666666666666666,-6.476190476190476,-14.857142857142858,-4.619047619047619,3.142857142857143,ITA,2015,60730585,42.516999999999996,0.6970000000000001,36.117,36.631,79.891,0.945,120.486,19.153,21.8,6.5,18.0,1.4,2.3,31.083000000000002,15.3,-31.571428571428573,1.1428571428571428,-30.714285714285715,-16.571428571428573,-19.428571428571427,12.0,0.0,11.0,27.0,466.0,11.0
148,Italy,0.046105269692363414,0.9665640467649044,0.1910075458683627,2020-03-04,107,3089,276,-5.142857142857143,1.619047619047619,2.0476190476190474,-13.714285714285714,-4.857142857142857,2.9523809523809526,ITA,2015,60730585,42.516999999999996,0.6970000000000001,36.117,36.631,79.891,0.945,120.486,19.153,21.8,6.5,18.0,1.4,2.3,31.083000000000002,15.3,-31.714285714285715,2.7142857142857144,-19.714285714285715,-14.571428571428571,-19.428571428571427,11.714285714285714,0.0,12.0,28.0,587.0,116.0
149,Italy,0.06751128776381786,1.2662482997652664,0.22723311491236253,2020-03-05,148,3858,414,-10.523809523809524,1.2857142857142858,-8.428571428571429,-22.428571428571427,-15.333333333333334,6.380952380952381,ITA,2015,60730585,42.516999999999996,0.6970000000000001,36.117,36.631,79.891,0.945,120.486,19.153,21.8,6.5,18.0,1.4,2.3,31.083000000000002,15.3,-28.142857142857142,3.7142857142857144,40.0,-5.571428571428571,-11.714285714285714,4.571428571428571,0.0,13.0,41.0,769.0,138.0
150,Italy,0.08068422196163597,1.281067850737812,0.17948122844527187,2020-03-06,197,4636,523,-12.904761904761905,1.0,-7.190476190476191,-25.0,-16.047619047619047,7.190476190476191,ITA,2015,60730585,42.516999999999996,0.6970000000000001,36.117,36.631,79.891,0.945,120.486,19.153,21.8,6.5,18.0,1.4,2.3,31.083000000000002,15.3,-41.285714285714285,-6.0,5.285714285714286,-8.0,-7.857142857142857,3.4285714285714284,17.0,14.0,49.0,778.0,109.0
151,Italy,0.05927820389018153,2.053331118084899,0.10867670713199946,2020-03-07,233,5883,589,-18.19047619047619,2.761904761904762,-3.761904761904762,-23.857142857142858,-14.523809523809524,6.571428571428571,ITA,2015,60730585,42.516999999999996,0.6970000000000001,36.117,36.631,79.891,0.945,120.486,19.153,21.8,6.5,18.0,1.4,2.3,31.083000000000002,15.3,-26.714285714285715,4.714285714285714,-40.42857142857143,-9.857142857142858,-20.0,10.428571428571429,42.0,15.0,36.0,1247.0,66.0
152,Italy,0.2190000310387262,2.456752227893079,0.05433835356599973,2020-03-08,366,7375,622,-27.80952380952381,4.095238095238095,-0.9523809523809523,-24.714285714285715,-9.333333333333334,5.904761904761905,ITA,2015,60730585,42.516999999999996,0.6970000000000001,36.117,36.631,79.891,0.945,120.486,19.153,21.8,6.5,18.0,1.4,2.3,31.083000000000002,15.3,-22.857142857142858,13.571428571428571,-21.142857142857142,-9.857142857142858,-19.714285714285715,9.714285714285714,93.0,16.0,133.0,1492.0,33.0
153,Italy,0.15972182714854466,2.9589703441848947,0.167954911022181,2020-03-09,463,9172,724,-27.571428571428573,-0.6190476190476191,-21.142857142857142,-37.38095238095238,-22.476190476190474,10.238095238095237,ITA,2015,60730585,42.516999999999996,0.6970000000000001,36.117,36.631,79.891,0.945,120.486,19.153,21.8,6.5,18.0,1.4,2.3,31.083000000000002,15.3,2.4285714285714284,0.3333333333333333,32.476190476190474,7.904761904761905,0.19047619047619047,-1.0476190476190477,74.0,17.0,97.0,1797.0,102.0
